tofu_Llama-2-7b-chat-hf_forget01_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model-00001-of-00003.safetensors	4938985352
tofu_Llama-2-7b-chat-hf_forget01_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model-00002-of-00003.safetensors	4947390880
tofu_Llama-2-7b-chat-hf_forget01_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model-00003-of-00003.safetensors	3590488816
tofu_Llama-2-7b-chat-hf_forget05_NPO_2xH100_zero3_flash2_micro4_acc4_e10_20260827/model-00001-of-00003.safetensors	4938985352
tofu_Llama-2-7b-chat-hf_forget05_NPO_2xH100_zero3_flash2_micro4_acc4_e10_20260827/model-00002-of-00003.safetensors	4947390880
tofu_Llama-2-7b-chat-hf_forget05_NPO_2xH100_zero3_flash2_micro4_acc4_e10_20260827/model-00003-of-00003.safetensors	3590488816
tofu_Llama-2-7b-chat-hf_forget10_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model-00001-of-00003.safetensors	4938985352
tofu_Llama-2-7b-chat-hf_forget10_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model-00002-of-00003.safetensors	4947390880
tofu_Llama-2-7b-chat-hf_forget10_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model-00003-of-00003.safetensors	3590488816
tofu_Llama-3.2-1B-Instruct_forget01_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model.safetensors	2471645608
tofu_Llama-3.2-1B-Instruct_forget05_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model.safetensors	2471645608
tofu_Llama-3.2-1B-Instruct_forget10_NPO_2xH100_zero3_flash2_micro4_acc4_e10_seed0_20260828/model.safetensors	2471645608
